Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL PEDRO ALVES DE MENEZES;28007751;SE;Itabaiana;Rural;A escola não está em área de localização diferenciada;Pública;"AREA RURAL, AREA RURAL DE ITABAIANA. 49511-899 Itabaiana - SE.";(79) 998818390;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.6102762;-37.4376353
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL DANDARA NUNES DA CRUZ;28007760;SE;Itabaiana;Rural;A escola não está em área de localização diferenciada;Pública;"AREA RURAL, AREA RURAL DE ITABAIANA. 49511-899 Itabaiana - SE.";(79) 999562909;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.7122123;-37.3987103
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL ELIEZER ANTONIO DA CUNHA;28007778;SE;Itabaiana;Rural;A escola não está em área de localização diferenciada;Pública;"AREA RURAL, AREA RURAL DE ITABAIANA. 49511-899 Itabaiana - SE.";(79) 999971700;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.6156412;-37.3967138
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO ESTADUAL EDUARDO SILVEIRA;28007816;SE;Itabaiana;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA OTONIEL DOREA, 501 CENTRO. 49500-142 Itabaiana - SE.";(79) 999996498;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-10.69576;-37.43068
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA ESTADUAL ELIEZER PORTO;28007832;SE;Itabaiana;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA WALTER FRANCO, 324 ROTARY CLUB DE ITABAIANA. 49506-018 Itabaiana - SE.";(79) 34319844;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;"Atendimento Educacional Especializado, Atividade Complementar";-10.6845867;-37.4343768
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA ESTADUAL DEPUTADO MANOEL TELES;28007840;SE;Itabaiana;Urbana;A escola não está em área de localização diferenciada;Pública;"PRACA GENERAL JOAO PEREIRA, N/S CENTRO. 49500-298 Itabaiana - SE.";(79) 34319840;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;"Atendimento Educacional Especializado, Atividade Complementar";-10.68448599;-37.42174222
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL PROF JULIO MARTINS DA CONCEICAO;28007859;SE;Itabaiana;Rural;A escola não está em área de localização diferenciada;Pública;"PRACA ALEXANDRE FRUTUOSO BISPO, SN POVOADO MANGABEIRA. POVOADO MANGABEIRA. 49511-899 Itabaiana - SE.";(79) 999978328;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.7895179;-37.3921808
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO ESTADUAL MARCOLINO CRUZ SANTOS;28007867;SE;Macambira;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MARTINHO PREGINO LEAL, 242 49565-000 Macambira - SE.";(79) 34571236;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";"Atendimento Educacional Especializado, Atividade Complementar";-10.6672501;-37.542197
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO MUL DE EDUCACAO INFANTIL SAO FRANCISCO DE ASSIS;28007905;SE;Macambira;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA FRANCISCO CRUZ SANTOS, SEM NUMERO PREDIO. CENTRO. 49565-000 Macambira - SE.";(79) 998698485;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.6661587;-37.5436242
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL FRANCISCO NASCIMENTO SOUZA;28007913;SE;Macambira;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO MANUINO, SEM NUMERO POVOADO. 49565-000 Macambira - SE.";(79) 999071019;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.6132494;-37.6458703
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MUL JOAO ALEXANDRE DE JESUS;28007921;SE;Macambira;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO BARRO PRETO, S/N SEM NUMERO. ZONA RURAL. 49565-000 Macambira - SE.";(79) 999291548;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.6833506;-37.5299054
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL JOAO HORA DE OLIVEIRA;28007930;SE;Macambira;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO TAUA, SEM NUMERO PREDIO. ZONA RURAL. 49565-000 Macambira - SE.";(79) 998354832;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.6637334;-37.56537116
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL JOSE ATANAZIO DE JESUS;28007948;SE;Macambira;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO CRUZ DAS ALMAS, SEM NUMERO PREDIO. ZONA RURAL. 49565-000 Macambira - SE.";(79) 998698485;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.6857817;-37.5600183
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MUL JOSE DO CARMO SOUZA;28007956;SE;Macambira;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO PE DE SERRA DE BELINHO, SEM NUMERO PREDIO. ZONA RURAL. 49565-000 Macambira - SE.";(79) 999292608;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.6487379;-37.5397626
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MUL MARIA DA CONCEICAO SOUZA;28007964;SE;Macambira;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO JACOQUINHA, SEM NUMERO PREDIO. ZONA RURAL. 49565-000 Macambira - SE.";(79) 999054542;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.6131506;-37.6313885
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MUL MANUEL FRANCISCO DOS SANTOS;28007972;SE;Macambira;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO LAGOA SECA, SEM NUMERO PREDIO. ZONA RURAL. 49565-000 Macambira - SE.";(79) 998654153;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.6882309;-37.5503221
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MUL MARIA ISABEL DOS SANTOS;28007980;SE;Macambira;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO MATADOURO, SN PREDIO. ZONA RURAL. 49565-000 Macambira - SE.";(79) 998476552;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.6611162;-37.5530739
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUL CLOTILDES DE JESUS SILVA;28008049;SE;Malhador;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO ALECRIM, 49570-000 Malhador - SE.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;Atividade Complementar;-10.6167528;-37.3065813
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA ESTADUAL SAO JOSE;28008057;SE;Malhador;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA LOURIVAL BATISTA, 160 CENTRO. 49570-000 Malhador - SE.";(79) 998106872;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;"Atendimento Educacional Especializado, Atividade Complementar";-10.6578192;-37.3042705
ESCOLA PARALISADA;ESCOLA MUL JOAO MANOEL DE FARO;28008081;SE;Malhador;Rural;Não Informado;Pública;"POVOADO ADIQUE, 49570-000 Malhador - SE.";;Municipal;Não Informado;Não;;;;;-10.64934034;-37.32110998
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MUL JOAO RIBEIRO CARDOSO;28008090;SE;Malhador;Rural;A escola não está em área de localização diferenciada;Pública;"FAZENDA SANTO IZIDORIO, 49570-000 Malhador - SE.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-10.66923975;-37.30518659
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MUL JOSE JOAQUIM PACHECO;28008111;SE;Malhador;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA ANANIAS JOSE DOS SANTOS, 233 CENTRO. 49570-000 Malhador - SE.";;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atividade Complementar;-10.65891833;-37.30954667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUL JOSE TEOFILO SANTOS;28008120;SE;Malhador;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO SIEBRA, 49570-000 Malhador - SE.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atividade Complementar;-10.62142956;-37.31355742
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUL JOSEFINA MENEZES OLIVEIRA;28008138;SE;Malhador;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO ANTAS, 49570-000 Malhador - SE.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-10.7234418;-37.3251803
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL PROFESSORA ELINALDA DOS SANTOS;28008146;SE;Malhador;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO PALMEIRA, 49570-000 Malhador - SE.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Fundamental;Atividade Complementar;-10.7046573;-37.3107462
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA RURAL ALECRIM;28008162;SE;Malhador;Rural;A escola não está em área de localização diferenciada;Pública;"RUA VELHA - POVOADO ALECRIM, 49570-000 Malhador - SE.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-10.6175331;-37.3028428
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA RURAL BARROCAO;28008170;SE;Malhador;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO TABUA, 49570-000 Malhador - SE.";;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.69735179;-37.25575732
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL PROFESSORA MIRIAN PINTO DE MENEZES;28008189;SE;Malhador;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO PALMEIRA, SN 49570-000 Malhador - SE.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-10.71120691;-37.31217915
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUN MARTINS ANDRELINO DOS REIS;28008197;SE;Malhador;Rural;A escola não está em área de localização diferenciada;Pública;"PRACA ANTONIO CARLOS VALADARES - POVOADO SACO TORTO, SN 49570-000 Malhador - SE.";(79) 98092333;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atividade Complementar;-10.6829419;-37.3046403
ESCOLA PARALISADA;COLEGIO PICA-PAU AMARELO;28008200;SE;Malhador;Urbana;Não Informado;Privada;"PRACA PADRE MANUEL DE OLIVEIRA, 49570-000 Malhador - SE.";;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO ESTADUAL JOSE JOAQUIM CARDOSO;28008227;SE;Malhador;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA SAO PEDRO, 148 CENTRO. 49570-000 Malhador - SE.";(79) 996413459;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Médio, Educação de Jovens Adultos";;-10.65989113;-37.30645727
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO ESTADUAL DJENAL TAVARES DE QUEIROZ;28008235;SE;Moita Bonita;Urbana;A escola não está em área de localização diferenciada;Pública;"JOSE BARBOSA DE OLIVEIRA, 70 CENTRO. 49560-000 Moita Bonita - SE.";(79) 999429945;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-10.57945482;-37.34452338
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO ESTADUAL PROFESSORA MARIA DA GLORIA COSTA;28008243;SE;Moita Bonita;Urbana;A escola não está em área de localização diferenciada;Pública;"PRACA TIRADENTES, 14 CENTRO. 49560-000 Moita Bonita - SE.";(79) 34531201;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";;-10.57874738;-37.34404578
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA RURAL AUSTRIA;28008251;SE;Moita Bonita;Rural;A escola não está em área de localização diferenciada;Pública;"AVENIDA MANOEL ELPIDIO DE OLIVEIRA, S/N ZONA RURAL. 49560-000 Moita Bonita - SE.";(79) 998656017;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atividade Complementar;-10.6302118;-37.3631217
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL TEREZINHA SANTANA DOS SANTOS;28008260;SE;Moita Bonita;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA BELIZARIO GOIS, 10 CENTRO. 49560-000 Moita Bonita - SE.";(79) 999580890;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";"Atendimento Educacional Especializado, Atividade Complementar";-10.5783092;-37.3419108
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA INFANTIL SONHO DA CRIANCA;28008278;SE;Moita Bonita;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA RIBEIROPOLIS, 136 CENTRO. 49560-000 Moita Bonita - SE.";(79) 999859510;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;Atividade Complementar;-10.5784376;-37.3425371
ESCOLA PARALISADA;ESC MUL JOSE BARBOSA DE OLIVEIRA;28008316;SE;Moita Bonita;Rural;Não Informado;Pública;"ZONA RURAL, 49560-000 Moita Bonita - SE.";;Municipal;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC RURAL PROFº MANOEL ALVES BARRETO;28008340;SE;Moita Bonita;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO CAMPO GRANDE, SN ZONA RURAL. 49560-000 Moita Bonita - SE.";(79) 999456548;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atividade Complementar;-10.5882379;-37.3781067
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC RURAL PROF AURINHA VIEIRA DE MENESES;28008367;SE;Moita Bonita;Rural;A escola não está em área de localização diferenciada;Pública;"PRACA SAO VICENTE, POVOADO CAPUNGA. ZONA RURAL. 49560-000 Moita Bonita - SE.";(79) 999000578;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atividade Complementar;-10.5873926;-37.3018113
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC RURAL JOAO EVANGELISTA DA COSTA;28008383;SE;Moita Bonita;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO SERRINHA, 49560-000 Moita Bonita - SE.";(79) 99952959;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";Atividade Complementar;-10.6315789;-37.3640927
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA RURAL FRANCISCO CORTES;28008405;SE;Moita Bonita;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO COVA DA ONCA, ZONA RURAL. 49560-000 Moita Bonita - SE.";(79) 999952959;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";Atividade Complementar;-10.6489544;-37.3474631
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRECHE ANGELINA MECENAS;28008413;SE;São Domingos;Urbana;A escola não está em área de localização diferenciada;Pública;"CONJUNTO JOSE FONSECA LIMA, SN PREDIO. CENTRO. 49525-000 São Domingos - SE.";(79) 996000786;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-10.79425667;-37.57211833
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO DE EXCELENCIA EMELIANO RIBEIRO;28008421;SE;São Domingos;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA AUTA AUGUSTA DA CUNHA, SN PREDIO. CENTRO. 49525-000 São Domingos - SE.";(79) 998765753;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";Atendimento Educacional Especializado;-10.7898281;-37.5668214
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL ANTONIO BARRETO DE MENEZES;28008430;SE;São Domingos;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO LAGOA, SN PREDIO. ZONA RURAL. 49525-000 São Domingos - SE.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";;-10.8021468;-37.5576885
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL WALDOMIRO PEREIRA DOS SANTOS;28008448;SE;São Domingos;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO LAGOA, SN PREDIO. ZONA RURAL. 49525-000 São Domingos - SE.";(79) 998843466;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-10.80085;-37.5527291
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MUL CANTIDIANO JOAQUIM DE OLIVEIRA;28008456;SE;São Domingos;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO CONSELHO, SN PREDIO. POVOADO. 49525-000 São Domingos - SE.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.8158716;-37.5516739
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL EDUARDO SIQUEIRA DE LIMA;28008464;SE;São Domingos;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO MANGABEIRA, SN PREDIO. ZONA RURAL. 49525-000 São Domingos - SE.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos";;-10.80872667;-37.58095
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA MUNICIPAL FRANCISCO JOSE DE SANTANA;28008480;SE;São Domingos;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO SITIO AREAL, SN PREDIO. ZONA RURAL. 49525-000 São Domingos - SE.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-10.75917833;-37.56691667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MUL JOSE MARCIANO DE MENEZES;28008510;SE;São Domingos;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO AREAL, S/N PREDIO. ZONA RURAL. 49525-000 São Domingos - SE.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Ensino Fundamental, Educação de Jovens Adultos";;-10.7689013;-37.5685741
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MUL PE FREIRE DE MENEZES;28008545;SE;São Domingos;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO CAMPANHA, SN PREDIO. ZONA RURAL. 49525-000 São Domingos - SE.";;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-10.79892333;-37.58089667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC MUL RUFINO ATANASIO TELES;28008553;SE;São Domingos;Rural;A escola não está em área de localização diferenciada;Pública;"POVOADO SACO, SN PREDIO. ZONA RURAL. 49525-000 São Domingos - SE.";;Municipal;Não Informado;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-10.82175333;-37.540255
